split,fname,original_shape,mask_area,mask_bbox,slice_ratio
train,hepaticvessel_229_26_CT_liver_tumor.png,"(512, 512)",7932,"(400, 650, 155, 109)",5
train,hepaticvessel_229_27_CT_liver_vessel.png,"(512, 512)",1232,"(570, 492, 253, 155)",2
train,hepaticvessel_229_27_CT_liver_tumor.png,"(512, 512)",7472,"(416, 632, 111, 121)",5
train,hepaticvessel_229_28_CT_liver_vessel.png,"(512, 512)",1556,"(554, 500, 193, 147)",2
train,hepaticvessel_229_28_CT_liver_tumor.png,"(512, 512)",3868,"(434, 650, 59, 85)",2
train,hepaticvessel_230_10_CT_liver_vessel.png,"(512, 512)",2028,"(534, 534, 169, 189)",2
train,hepaticvessel_230_10_CT_liver_tumor.png,"(512, 512)",832,"(794, 358, 31, 33)",1
train,hepaticvessel_230_11_CT_liver_vessel.png,"(512, 512)",2232,"(540, 522, 165, 203)",2
train,hepaticvessel_230_11_CT_liver_tumor.png,"(512, 512)",1352,"(794, 358, 49, 37)",1
train,hepaticvessel_230_12_CT_liver_vessel.png,"(512, 512)",1988,"(568, 518, 131, 207)",2
train,hepaticvessel_230_12_CT_liver_tumor.png,"(512, 512)",1228,"(794, 366, 43, 35)",1
train,hepaticvessel_230_13_CT_liver_vessel.png,"(512, 512)",1740,"(578, 514, 119, 209)",2
train,hepaticvessel_230_13_CT_liver_tumor.png,"(512, 512)",1268,"(794, 370, 45, 35)",1
train,hepaticvessel_230_14_CT_liver_vessel.png,"(512, 512)",2240,"(580, 512, 197, 209)",2
train,hepaticvessel_230_14_CT_liver_tumor.png,"(512, 512)",1472,"(796, 366, 45, 41)",1
train,hepaticvessel_230_15_CT_liver_vessel.png,"(512, 512)",3396,"(506, 510, 293, 213)",3
train,hepaticvessel_230_15_CT_liver_tumor.png,"(512, 512)",2044,"(794, 366, 47, 53)",2
train,hepaticvessel_230_16_CT_liver_vessel.png,"(512, 512)",3704,"(504, 508, 291, 207)",4
train,hepaticvessel_230_16_CT_liver_tumor.png,"(512, 512)",4112,"(774, 368, 67, 83)",5
train,hepaticvessel_230_17_CT_liver_vessel.png,"(512, 512)",6060,"(538, 492, 265, 219)",7
train,hepaticvessel_230_17_CT_liver_tumor.png,"(512, 512)",3692,"(766, 368, 73, 79)",4
train,hepaticvessel_230_18_CT_liver_vessel.png,"(512, 512)",8524,"(570, 484, 231, 219)",10
train,hepaticvessel_230_18_CT_liver_tumor.png,"(512, 512)",5512,"(758, 368, 91, 83)",6
train,hepaticvessel_230_19_CT_liver_vessel.png,"(512, 512)",6104,"(568, 460, 229, 233)",7
train,hepaticvessel_230_19_CT_liver_tumor.png,"(512, 512)",6828,"(758, 366, 103, 91)",8
train,hepaticvessel_230_20_CT_liver_vessel.png,"(512, 512)",2100,"(552, 454, 247, 223)",2
train,hepaticvessel_230_20_CT_liver_tumor.png,"(512, 512)",6904,"(758, 364, 103, 95)",8
train,hepaticvessel_230_21_CT_liver_tumor.png,"(512, 512)",7516,"(756, 362, 103, 99)",9
train,hepaticvessel_230_22_CT_liver_tumor.png,"(512, 512)",8056,"(742, 382, 107, 111)",10
train,hepaticvessel_230_23_CT_liver_tumor.png,"(512, 512)",3452,"(740, 414, 73, 59)",4
train,hepaticvessel_231_16_CT_liver_vessel.png,"(512, 512)",1528,"(476, 470, 339, 201)",1
train,hepaticvessel_231_17_CT_liver_vessel.png,"(512, 512)",2812,"(474, 424, 339, 245)",2
train,hepaticvessel_231_17_CT_liver_tumor.png,"(512, 512)",7996,"(632, 698, 123, 85)",10
train,hepaticvessel_231_18_CT_liver_vessel.png,"(512, 512)",3548,"(454, 432, 359, 229)",2
train,hepaticvessel_231_18_CT_liver_tumor.png,"(512, 512)",1448,"(682, 734, 59, 31)",1
train,hepaticvessel_231_19_CT_liver_vessel.png,"(512, 512)",4384,"(446, 440, 363, 315)",3
train,hepaticvessel_231_20_CT_liver_vessel.png,"(512, 512)",3248,"(440, 444, 365, 309)",2
train,hepaticvessel_231_21_CT_liver_vessel.png,"(512, 512)",2796,"(448, 456, 353, 295)",2
train,hepaticvessel_231_22_CT_liver_vessel.png,"(512, 512)",3568,"(456, 458, 343, 293)",2
train,hepaticvessel_231_23_CT_liver_vessel.png,"(512, 512)",5308,"(452, 422, 397, 323)",4
train,hepaticvessel_231_24_CT_liver_vessel.png,"(512, 512)",5492,"(456, 452, 383, 281)",4
train,hepaticvessel_231_25_CT_liver_vessel.png,"(512, 512)",4228,"(456, 464, 359, 259)",3
train,hepaticvessel_231_26_CT_liver_vessel.png,"(512, 512)",5948,"(338, 394, 455, 337)",4
train,hepaticvessel_231_27_CT_liver_vessel.png,"(512, 512)",4736,"(322, 390, 443, 349)",3
train,hepaticvessel_231_28_CT_liver_vessel.png,"(512, 512)",4244,"(440, 392, 287, 319)",3
train,hepaticvessel_231_29_CT_liver_vessel.png,"(512, 512)",4508,"(470, 402, 325, 285)",3
train,hepaticvessel_231_30_CT_liver_vessel.png,"(512, 512)",6852,"(482, 424, 313, 245)",5
train,hepaticvessel_231_31_CT_liver_vessel.png,"(512, 512)",12160,"(492, 438, 291, 199)",10
train,hepaticvessel_231_32_CT_liver_vessel.png,"(512, 512)",11500,"(502, 458, 267, 161)",9
train,hepaticvessel_231_33_CT_liver_vessel.png,"(512, 512)",6324,"(504, 510, 201, 105)",5
train,hepaticvessel_231_34_CT_liver_vessel.png,"(512, 512)",5536,"(492, 504, 87, 109)",4
train,hepaticvessel_231_35_CT_liver_vessel.png,"(512, 512)",6332,"(492, 496, 77, 113)",5
train,hepaticvessel_233_19_CT_liver_vessel.png,"(512, 512)",2192,"(554, 524, 65, 53)",3
train,hepaticvessel_233_20_CT_liver_vessel.png,"(512, 512)",2344,"(554, 520, 67, 49)",3
train,hepaticvessel_233_21_CT_liver_vessel.png,"(512, 512)",2316,"(552, 518, 63, 49)",3
train,hepaticvessel_233_22_CT_liver_vessel.png,"(512, 512)",2004,"(554, 518, 57, 51)",3
train,hepaticvessel_233_23_CT_liver_vessel.png,"(512, 512)",1976,"(554, 508, 111, 59)",3
train,hepaticvessel_233_24_CT_liver_vessel.png,"(512, 512)",2092,"(550, 506, 113, 53)",3
train,hepaticvessel_233_25_CT_liver_vessel.png,"(512, 512)",2292,"(548, 502, 115, 59)",3
train,hepaticvessel_233_26_CT_liver_vessel.png,"(512, 512)",3992,"(548, 484, 179, 119)",6
train,hepaticvessel_233_27_CT_liver_vessel.png,"(512, 512)",3612,"(552, 466, 207, 131)",6
train,hepaticvessel_233_28_CT_liver_vessel.png,"(512, 512)",2400,"(558, 448, 197, 145)",4
train,hepaticvessel_233_28_CT_liver_tumor.png,"(512, 512)",3432,"(640, 650, 55, 75)",5
train,hepaticvessel_233_29_CT_liver_vessel.png,"(512, 512)",3048,"(558, 424, 193, 159)",5
train,hepaticvessel_233_29_CT_liver_tumor.png,"(512, 512)",5560,"(638, 622, 65, 105)",8
train,hepaticvessel_233_30_CT_liver_vessel.png,"(512, 512)",2988,"(552, 430, 193, 153)",4
train,hepaticvessel_233_30_CT_liver_tumor.png,"(512, 512)",6552,"(634, 618, 75, 111)",10
train,hepaticvessel_233_31_CT_liver_vessel.png,"(512, 512)",2744,"(542, 430, 195, 195)",4
train,hepaticvessel_233_31_CT_liver_tumor.png,"(512, 512)",6096,"(634, 616, 77, 109)",9
train,hepaticvessel_233_32_CT_liver_vessel.png,"(512, 512)",4164,"(528, 444, 203, 191)",6
train,hepaticvessel_233_32_CT_liver_tumor.png,"(512, 512)",4072,"(638, 632, 65, 79)",6
train,hepaticvessel_233_33_CT_liver_vessel.png,"(512, 512)",3184,"(554, 462, 159, 143)",5
train,hepaticvessel_233_33_CT_liver_tumor.png,"(512, 512)",2176,"(640, 652, 53, 51)",3
train,hepaticvessel_233_34_CT_liver_vessel.png,"(512, 512)",4600,"(548, 470, 147, 133)",7
train,hepaticvessel_233_34_CT_liver_tumor.png,"(512, 512)",1212,"(652, 654, 33, 43)",1
train,hepaticvessel_233_35_CT_liver_vessel.png,"(512, 512)",5352,"(548, 476, 129, 139)",8
train,hepaticvessel_233_36_CT_liver_vessel.png,"(512, 512)",5984,"(554, 482, 113, 133)",10
train,hepaticvessel_233_37_CT_liver_vessel.png,"(512, 512)",5216,"(542, 468, 169, 121)",8
train,hepaticvessel_233_38_CT_liver_vessel.png,"(512, 512)",4232,"(536, 462, 187, 117)",7
train,hepaticvessel_233_39_CT_liver_vessel.png,"(512, 512)",2464,"(534, 510, 145, 57)",4
train,hepaticvessel_233_40_CT_liver_vessel.png,"(512, 512)",1680,"(538, 516, 135, 57)",2
train,hepaticvessel_234_22_CT_liver_vessel.png,"(512, 512)",676,"(542, 470, 265, 233)",1
train,hepaticvessel_234_23_CT_liver_vessel.png,"(512, 512)",1668,"(542, 486, 243, 211)",2
train,hepaticvessel_234_24_CT_liver_vessel.png,"(512, 512)",2780,"(542, 506, 233, 191)",4
train,hepaticvessel_234_25_CT_liver_vessel.png,"(512, 512)",3520,"(542, 516, 237, 203)",5
train,hepaticvessel_234_26_CT_liver_vessel.png,"(512, 512)",2764,"(552, 514, 215, 203)",4
train,hepaticvessel_234_27_CT_liver_vessel.png,"(512, 512)",2524,"(552, 508, 211, 207)",3
train,hepaticvessel_234_28_CT_liver_vessel.png,"(512, 512)",2412,"(552, 500, 209, 211)",3
train,hepaticvessel_234_29_CT_liver_vessel.png,"(512, 512)",2816,"(552, 494, 235, 211)",4
train,hepaticvessel_234_30_CT_liver_vessel.png,"(512, 512)",3320,"(516, 490, 279, 223)",5
train,hepaticvessel_234_31_CT_liver_vessel.png,"(512, 512)",4344,"(520, 480, 271, 227)",6
train,hepaticvessel_234_32_CT_liver_vessel.png,"(512, 512)",6628,"(526, 474, 283, 233)",10
train,hepaticvessel_234_32_CT_liver_tumor.png,"(512, 512)",1288,"(688, 436, 49, 37)",1
train,hepaticvessel_234_33_CT_liver_vessel.png,"(512, 512)",5956,"(532, 476, 277, 225)",8
train,hepaticvessel_234_33_CT_liver_tumor.png,"(512, 512)",3152,"(688, 398, 77, 75)",3
train,hepaticvessel_234_34_CT_liver_vessel.png,"(512, 512)",2672,"(534, 476, 239, 197)",4
train,hepaticvessel_234_34_CT_liver_tumor.png,"(512, 512)",4776,"(666, 392, 103, 83)",5
train,hepaticvessel_234_35_CT_liver_vessel.png,"(512, 512)",2152,"(536, 474, 247, 189)",3
train,hepaticvessel_234_35_CT_liver_tumor.png,"(512, 512)",5820,"(662, 392, 101, 89)",6
train,hepaticvessel_234_36_CT_liver_vessel.png,"(512, 512)",2240,"(536, 476, 251, 175)",3
train,hepaticvessel_234_36_CT_liver_tumor.png,"(512, 512)",7636,"(644, 388, 129, 99)",8
train,hepaticvessel_234_37_CT_liver_vessel.png,"(512, 512)",2640,"(540, 476, 251, 167)",3
train,hepaticvessel_234_37_CT_liver_tumor.png,"(512, 512)",8840,"(638, 384, 133, 109)",10
train,hepaticvessel_234_38_CT_liver_vessel.png,"(512, 512)",2912,"(508, 472, 281, 163)",4
train,hepaticvessel_234_38_CT_liver_tumor.png,"(512, 512)",8248,"(628, 390, 135, 107)",9
train,hepaticvessel_234_39_CT_liver_vessel.png,"(512, 512)",3256,"(522, 460, 257, 153)",4
train,hepaticvessel_234_39_CT_liver_tumor.png,"(512, 512)",4532,"(658, 394, 101, 57)",5
train,hepaticvessel_234_40_CT_liver_vessel.png,"(512, 512)",3864,"(540, 444, 245, 149)",5
train,hepaticvessel_234_40_CT_liver_tumor.png,"(512, 512)",4088,"(644, 394, 117, 49)",4
train,hepaticvessel_234_41_CT_liver_vessel.png,"(512, 512)",3792,"(536, 442, 251, 189)",5
train,hepaticvessel_234_41_CT_liver_tumor.png,"(512, 512)",1140,"(662, 404, 99, 25)",1
train,hepaticvessel_234_42_CT_liver_vessel.png,"(512, 512)",2080,"(526, 450, 247, 147)",3
train,hepaticvessel_234_43_CT_liver_vessel.png,"(512, 512)",1208,"(508, 488, 49, 157)",1
train,hepaticvessel_234_44_CT_liver_vessel.png,"(512, 512)",4436,"(512, 490, 71, 175)",6
train,hepaticvessel_234_45_CT_liver_vessel.png,"(512, 512)",2048,"(506, 492, 69, 63)",3
train,hepaticvessel_235_15_CT_liver_vessel.png,"(512, 512)",452,"(540, 564, 177, 43)",1
train,hepaticvessel_235_16_CT_liver_vessel.png,"(512, 512)",1144,"(540, 554, 181, 51)",4
train,hepaticvessel_235_17_CT_liver_vessel.png,"(512, 512)",1804,"(538, 502, 181, 99)",7
train,hepaticvessel_235_18_CT_liver_vessel.png,"(512, 512)",2352,"(550, 502, 143, 93)",9
train,hepaticvessel_235_19_CT_liver_vessel.png,"(512, 512)",2568,"(562, 504, 117, 93)",10
train,hepaticvessel_235_20_CT_liver_vessel.png,"(512, 512)",1948,"(578, 486, 93, 115)",7
train,hepaticvessel_235_21_CT_liver_vessel.png,"(512, 512)",1956,"(538, 480, 131, 129)",7
train,hepaticvessel_235_22_CT_liver_vessel.png,"(512, 512)",1632,"(538, 478, 127, 141)",6
train,hepaticvessel_235_23_CT_liver_vessel.png,"(512, 512)",1644,"(534, 482, 179, 159)",6
train,hepaticvessel_235_23_CT_liver_tumor.png,"(512, 512)",1728,"(522, 572, 49, 45)",1
train,hepaticvessel_235_24_CT_liver_vessel.png,"(512, 512)",1312,"(510, 482, 241, 163)",5
train,hepaticvessel_235_24_CT_liver_tumor.png,"(512, 512)",5508,"(508, 554, 87, 83)",3
train,hepaticvessel_235_25_CT_liver_vessel.png,"(512, 512)",1164,"(528, 484, 155, 183)",4
train,hepaticvessel_235_25_CT_liver_tumor.png,"(512, 512)",9136,"(504, 550, 105, 101)",6
train,hepaticvessel_235_26_CT_liver_vessel.png,"(512, 512)",868,"(536, 488, 123, 201)",3
train,hepaticvessel_235_26_CT_liver_tumor.png,"(512, 512)",10292,"(500, 542, 107, 113)",7
train,hepaticvessel_235_27_CT_liver_vessel.png,"(512, 512)",2276,"(468, 488, 219, 211)",8
train,hepaticvessel_235_27_CT_liver_tumor.png,"(512, 512)",12392,"(498, 524, 111, 133)",8
train,hepaticvessel_235_28_CT_liver_vessel.png,"(512, 512)",1872,"(468, 484, 273, 207)",7
train,hepaticvessel_235_28_CT_liver_tumor.png,"(512, 512)",13952,"(496, 534, 127, 129)",10
train,hepaticvessel_235_29_CT_liver_vessel.png,"(512, 512)",2388,"(442, 488, 233, 227)",9
train,hepaticvessel_235_29_CT_liver_tumor.png,"(512, 512)",13176,"(494, 540, 131, 133)",9
train,hepaticvessel_235_30_CT_liver_vessel.png,"(512, 512)",1576,"(438, 508, 253, 205)",6
train,hepaticvessel_235_30_CT_liver_tumor.png,"(512, 512)",12504,"(490, 542, 137, 127)",8
train,hepaticvessel_235_31_CT_liver_vessel.png,"(512, 512)",1064,"(434, 510, 241, 197)",4
train,hepaticvessel_235_31_CT_liver_tumor.png,"(512, 512)",11264,"(486, 552, 135, 109)",8
train,hepaticvessel_235_32_CT_liver_vessel.png,"(512, 512)",1232,"(454, 516, 227, 165)",4
train,hepaticvessel_235_32_CT_liver_tumor.png,"(512, 512)",10556,"(480, 546, 137, 111)",7
train,hepaticvessel_235_33_CT_liver_vessel.png,"(512, 512)",912,"(498, 520, 187, 77)",3
train,hepaticvessel_235_33_CT_liver_tumor.png,"(512, 512)",9360,"(494, 546, 105, 109)",6
train,hepaticvessel_235_34_CT_liver_vessel.png,"(512, 512)",956,"(496, 524, 47, 27)",3
train,hepaticvessel_235_34_CT_liver_tumor.png,"(512, 512)",6864,"(498, 550, 93, 101)",4
train,hepaticvessel_235_35_CT_liver_vessel.png,"(512, 512)",920,"(496, 528, 43, 27)",3
train,hepaticvessel_235_35_CT_liver_tumor.png,"(512, 512)",1488,"(542, 590, 37, 51)",1
train,hepaticvessel_236_9_CT_liver_tumor.png,"(512, 512)",2752,"(606, 672, 59, 63)",2
train,hepaticvessel_236_10_CT_liver_tumor.png,"(512, 512)",3176,"(604, 684, 69, 57)",2
train,hepaticvessel_236_11_CT_liver_tumor.png,"(512, 512)",8676,"(596, 658, 113, 97)",6
train,hepaticvessel_236_12_CT_liver_tumor.png,"(512, 512)",9904,"(592, 646, 115, 111)",7
train,hepaticvessel_236_13_CT_liver_tumor.png,"(512, 512)",11644,"(580, 644, 131, 111)",8
train,hepaticvessel_236_14_CT_liver_vessel.png,"(512, 512)",1424,"(614, 516, 103, 103)",3
train,hepaticvessel_236_14_CT_liver_tumor.png,"(512, 512)",12908,"(568, 642, 135, 117)",9
train,hepaticvessel_236_15_CT_liver_vessel.png,"(512, 512)",1132,"(594, 470, 125, 161)",2
train,hepaticvessel_236_15_CT_liver_tumor.png,"(512, 512)",13400,"(562, 642, 137, 123)",10
train,hepaticvessel_236_16_CT_liver_vessel.png,"(512, 512)",4228,"(512, 568, 197, 75)",9
train,hepaticvessel_236_16_CT_liver_tumor.png,"(512, 512)",12460,"(560, 660, 133, 117)",9
train,hepaticvessel_236_17_CT_liver_vessel.png,"(512, 512)",4276,"(524, 564, 183, 117)",10
train,hepaticvessel_236_17_CT_liver_tumor.png,"(512, 512)",6272,"(592, 658, 79, 93)",4
train,hepaticvessel_236_18_CT_liver_vessel.png,"(512, 512)",3292,"(460, 560, 239, 155)",7
train,hepaticvessel_236_18_CT_liver_tumor.png,"(512, 512)",1356,"(604, 676, 37, 45)",1
train,hepaticvessel_236_19_CT_liver_vessel.png,"(512, 512)",3468,"(458, 528, 233, 185)",8
train,hepaticvessel_236_20_CT_liver_vessel.png,"(512, 512)",2916,"(378, 528, 301, 177)",6
train,hepaticvessel_236_21_CT_liver_vessel.png,"(512, 512)",3012,"(376, 528, 321, 143)",7
train,hepaticvessel_236_22_CT_liver_vessel.png,"(512, 512)",2864,"(386, 532, 319, 137)",6
train,hepaticvessel_236_23_CT_liver_vessel.png,"(512, 512)",2396,"(398, 538, 261, 131)",5
train,hepaticvessel_236_24_CT_liver_vessel.png,"(512, 512)",2136,"(466, 536, 175, 143)",4
train,hepaticvessel_236_25_CT_liver_vessel.png,"(512, 512)",4084,"(326, 546, 307, 125)",9
train,hepaticvessel_236_26_CT_liver_vessel.png,"(512, 512)",2768,"(476, 550, 147, 91)",6
train,hepaticvessel_236_27_CT_liver_vessel.png,"(512, 512)",2664,"(506, 552, 109, 99)",6
train,hepaticvessel_236_28_CT_liver_vessel.png,"(512, 512)",1720,"(538, 554, 75, 57)",4
train,hepaticvessel_236_29_CT_liver_vessel.png,"(512, 512)",1648,"(542, 552, 71, 43)",3
train,hepaticvessel_237_15_CT_liver_vessel.png,"(512, 512)",1216,"(694, 494, 47, 125)",2
train,hepaticvessel_237_16_CT_liver_vessel.png,"(512, 512)",1508,"(674, 504, 61, 115)",2
train,hepaticvessel_237_17_CT_liver_vessel.png,"(512, 512)",1588,"(676, 504, 55, 115)",2
train,hepaticvessel_237_18_CT_liver_vessel.png,"(512, 512)",1392,"(676, 508, 85, 111)",2
train,hepaticvessel_237_19_CT_liver_vessel.png,"(512, 512)",1308,"(668, 510, 87, 109)",2
train,hepaticvessel_237_22_CT_liver_tumor.png,"(512, 512)",776,"(610, 630, 25, 35)",4
train,hepaticvessel_237_23_CT_liver_tumor.png,"(512, 512)",1336,"(600, 628, 37, 45)",8
train,hepaticvessel_237_24_CT_liver_tumor.png,"(512, 512)",1632,"(596, 626, 41, 49)",10
train,hepaticvessel_237_25_CT_liver_vessel.png,"(512, 512)",884,"(638, 492, 121, 71)",1
train,hepaticvessel_237_25_CT_liver_tumor.png,"(512, 512)",1196,"(596, 636, 39, 37)",7
train,hepaticvessel_237_26_CT_liver_vessel.png,"(512, 512)",2312,"(492, 482, 259, 91)",3
train,hepaticvessel_237_26_CT_liver_tumor.png,"(512, 512)",512,"(602, 638, 25, 25)",3
train,hepaticvessel_237_27_CT_liver_vessel.png,"(512, 512)",3236,"(492, 486, 247, 85)",5
train,hepaticvessel_237_28_CT_liver_vessel.png,"(512, 512)",4432,"(492, 494, 241, 115)",7
train,hepaticvessel_237_29_CT_liver_vessel.png,"(512, 512)",5052,"(464, 490, 267, 127)",8
train,hepaticvessel_237_30_CT_liver_vessel.png,"(512, 512)",5992,"(468, 490, 231, 87)",10
train,hepaticvessel_237_31_CT_liver_vessel.png,"(512, 512)",4324,"(470, 494, 217, 87)",7
train,hepaticvessel_237_32_CT_liver_vessel.png,"(512, 512)",2812,"(470, 496, 207, 145)",4
train,hepaticvessel_237_33_CT_liver_vessel.png,"(512, 512)",2660,"(520, 446, 185, 191)",4
train,hepaticvessel_237_34_CT_liver_vessel.png,"(512, 512)",3172,"(520, 452, 171, 199)",5
train,hepaticvessel_237_35_CT_liver_vessel.png,"(512, 512)",3216,"(486, 464, 189, 195)",5
train,hepaticvessel_237_36_CT_liver_vessel.png,"(512, 512)",3412,"(484, 478, 221, 177)",5
train,hepaticvessel_237_37_CT_liver_vessel.png,"(512, 512)",4220,"(486, 494, 219, 155)",7
train,hepaticvessel_237_38_CT_liver_vessel.png,"(512, 512)",4384,"(490, 510, 215, 139)",7
train,hepaticvessel_237_39_CT_liver_vessel.png,"(512, 512)",3768,"(480, 516, 155, 127)",6
train,hepaticvessel_237_40_CT_liver_vessel.png,"(512, 512)",4196,"(466, 518, 151, 99)",7
train,hepaticvessel_237_41_CT_liver_vessel.png,"(512, 512)",2988,"(522, 518, 85, 77)",4
train,hepaticvessel_238_22_CT_liver_tumor.png,"(512, 512)",3500,"(692, 506, 69, 71)",2
train,hepaticvessel_238_23_CT_liver_tumor.png,"(512, 512)",3500,"(698, 504, 63, 71)",2
train,hepaticvessel_238_24_CT_liver_tumor.png,"(512, 512)",4256,"(692, 502, 73, 75)",3
train,hepaticvessel_238_25_CT_liver_tumor.png,"(512, 512)",5320,"(692, 498, 75, 89)",3
train,hepaticvessel_238_26_CT_liver_tumor.png,"(512, 512)",7076,"(676, 490, 91, 99)",5
train,hepaticvessel_238_27_CT_liver_tumor.png,"(512, 512)",7556,"(676, 498, 97, 91)",5
train,hepaticvessel_238_28_CT_liver_tumor.png,"(512, 512)",6740,"(688, 490, 85, 99)",4
train,hepaticvessel_238_29_CT_liver_tumor.png,"(512, 512)",8800,"(674, 486, 105, 105)",6
train,hepaticvessel_238_30_CT_liver_tumor.png,"(512, 512)",10436,"(670, 480, 111, 113)",7
train,hepaticvessel_238_31_CT_liver_tumor.png,"(512, 512)",9664,"(674, 480, 107, 121)",6
train,hepaticvessel_238_32_CT_liver_tumor.png,"(512, 512)",10176,"(670, 490, 113, 119)",7
train,hepaticvessel_238_33_CT_liver_tumor.png,"(512, 512)",10652,"(668, 494, 117, 119)",7
train,hepaticvessel_238_34_CT_liver_tumor.png,"(512, 512)",10744,"(670, 496, 119, 117)",7
train,hepaticvessel_238_35_CT_liver_tumor.png,"(512, 512)",11432,"(670, 490, 127, 123)",8
train,hepaticvessel_238_36_CT_liver_tumor.png,"(512, 512)",11240,"(668, 488, 121, 127)",7
train,hepaticvessel_238_37_CT_liver_tumor.png,"(512, 512)",11660,"(668, 490, 121, 127)",8
train,hepaticvessel_238_38_CT_liver_tumor.png,"(512, 512)",11900,"(668, 492, 117, 127)",8
train,hepaticvessel_238_39_CT_liver_tumor.png,"(512, 512)",13704,"(662, 486, 127, 133)",9
train,hepaticvessel_238_40_CT_liver_tumor.png,"(512, 512)",12208,"(662, 480, 115, 139)",8
train,hepaticvessel_238_41_CT_liver_tumor.png,"(512, 512)",12008,"(668, 484, 113, 133)",8
train,hepaticvessel_238_42_CT_liver_tumor.png,"(512, 512)",12344,"(668, 484, 113, 137)",8
train,hepaticvessel_238_43_CT_liver_tumor.png,"(512, 512)",12348,"(668, 482, 115, 139)",8
train,hepaticvessel_238_44_CT_liver_tumor.png,"(512, 512)",12836,"(668, 480, 119, 141)",9
train,hepaticvessel_238_45_CT_liver_tumor.png,"(512, 512)",14100,"(662, 474, 125, 143)",10
train,hepaticvessel_238_46_CT_liver_tumor.png,"(512, 512)",13136,"(668, 470, 117, 143)",9
train,hepaticvessel_238_47_CT_liver_tumor.png,"(512, 512)",12740,"(672, 468, 113, 139)",9
train,hepaticvessel_238_48_CT_liver_tumor.png,"(512, 512)",13128,"(672, 468, 123, 139)",9
train,hepaticvessel_238_49_CT_liver_tumor.png,"(512, 512)",11672,"(676, 470, 111, 135)",8
train,hepaticvessel_238_50_CT_liver_tumor.png,"(512, 512)",10732,"(680, 468, 105, 135)",7
train,hepaticvessel_238_51_CT_liver_tumor.png,"(512, 512)",11248,"(682, 464, 107, 135)",7
train,hepaticvessel_238_52_CT_liver_tumor.png,"(512, 512)",10392,"(682, 466, 103, 125)",7
train,hepaticvessel_238_53_CT_liver_tumor.png,"(512, 512)",10964,"(682, 462, 107, 127)",7
train,hepaticvessel_238_54_CT_liver_tumor.png,"(512, 512)",10728,"(678, 464, 109, 125)",7
train,hepaticvessel_238_55_CT_liver_tumor.png,"(512, 512)",9140,"(680, 462, 99, 127)",6
train,hepaticvessel_238_56_CT_liver_tumor.png,"(512, 512)",9204,"(676, 466, 101, 121)",6
train,hepaticvessel_238_57_CT_liver_tumor.png,"(512, 512)",8644,"(688, 468, 99, 117)",6
train,hepaticvessel_238_58_CT_liver_tumor.png,"(512, 512)",8396,"(690, 466, 95, 115)",5
train,hepaticvessel_238_59_CT_liver_tumor.png,"(512, 512)",8312,"(700, 460, 85, 141)",5
train,hepaticvessel_238_60_CT_liver_vessel.png,"(512, 512)",772,"(554, 452, 165, 87)",1
train,hepaticvessel_238_60_CT_liver_tumor.png,"(512, 512)",8036,"(696, 470, 89, 119)",5
train,hepaticvessel_238_61_CT_liver_vessel.png,"(512, 512)",1400,"(552, 454, 163, 129)",2
train,hepaticvessel_238_61_CT_liver_tumor.png,"(512, 512)",6800,"(706, 476, 79, 109)",4
train,hepaticvessel_238_62_CT_liver_vessel.png,"(512, 512)",1408,"(550, 454, 163, 131)",2
train,hepaticvessel_238_62_CT_liver_tumor.png,"(512, 512)",4380,"(722, 480, 61, 85)",3
train,hepaticvessel_238_63_CT_liver_vessel.png,"(512, 512)",1308,"(544, 454, 167, 131)",2
train,hepaticvessel_238_63_CT_liver_tumor.png,"(512, 512)",2460,"(724, 506, 57, 53)",1
train,hepaticvessel_238_64_CT_liver_vessel.png,"(512, 512)",1032,"(544, 454, 165, 131)",2
train,hepaticvessel_238_64_CT_liver_tumor.png,"(512, 512)",1996,"(732, 504, 47, 49)",1
train,hepaticvessel_238_65_CT_liver_vessel.png,"(512, 512)",1056,"(544, 456, 163, 161)",2
train,hepaticvessel_238_66_CT_liver_vessel.png,"(512, 512)",1340,"(544, 458, 163, 157)",2
train,hepaticvessel_238_67_CT_liver_vessel.png,"(512, 512)",1224,"(544, 458, 161, 139)",2
train,hepaticvessel_238_68_CT_liver_vessel.png,"(512, 512)",1192,"(544, 458, 159, 131)",2
train,hepaticvessel_238_69_CT_liver_vessel.png,"(512, 512)",1224,"(544, 430, 159, 163)",2
train,hepaticvessel_238_70_CT_liver_vessel.png,"(512, 512)",1348,"(544, 426, 159, 169)",2
train,hepaticvessel_238_71_CT_liver_vessel.png,"(512, 512)",1748,"(544, 430, 151, 193)",3
train,hepaticvessel_238_72_CT_liver_vessel.png,"(512, 512)",2488,"(542, 378, 161, 245)",4
train,hepaticvessel_238_73_CT_liver_vessel.png,"(512, 512)",3016,"(540, 376, 165, 235)",5
train,hepaticvessel_238_74_CT_liver_vessel.png,"(512, 512)",3376,"(540, 390, 159, 219)",6
train,hepaticvessel_238_75_CT_liver_vessel.png,"(512, 512)",3348,"(542, 430, 141, 177)",6
train,hepaticvessel_238_76_CT_liver_vessel.png,"(512, 512)",3368,"(532, 436, 163, 167)",6
train,hepaticvessel_238_77_CT_liver_vessel.png,"(512, 512)",3068,"(528, 438, 171, 147)",5
